time,INTERSECT,IN
1979-01-31,-33.289301075268824,-97.04537634408601
1979-02-28,17.35849890530926,57.49249999999995
1979-03-31,56.593387096774215,177.1790322580645
1979-04-30,45.852148148148146,138.75099999999998
1979-05-31,14.978010752688174,45.808817204301086
1979-06-30,4.291148148148148,14.018555555555555
1979-07-31,3.8046415770609343,11.561075268817204
1979-08-31,3.7341935483870974,11.971720430107531
1979-09-30,5.277518518518519,17.578999999999997
1979-10-31,7.541630824372767,24.308387096774197
1979-11-30,23.18690740740742,68.572
1979-12-31,22.914695340501794,74.70688172043015
1980-01-31,51.29887096774194,157.27720430107524
1980-02-29,52.067632731253426,159.11121921182266
1980-03-31,66.42134408602152,202.44677419354838
1980-04-30,46.62492592592592,135.7843333333333
1980-05-31,16.4844623655914,46.966881720430116
1980-06-30,2.725592592592593,8.025222222222222
1980-07-31,0.7508781362007166,2.267526881720432
1980-08-31,-1.378709677419355,-3.328279569892471
1980-09-30,2.9936296296296296,8.58233333333333
1980-10-31,-9.575035842293898,-24.956129032258062
1980-11-30,12.470240740740753,44.82199999999999
1980-12-31,9.029211469534047,36.152043010752664
1981-01-31,19.621451612903236,73.64172043010751
1981-02-28,15.137070333880686,62.153214285714256
1981-03-31,-11.46521505376343,-17.61774193548385
1981-04-30,19.646037037037033,64.0543333333333
1981-05-31,14.64682795698925,45.06043010752689
1981-06-30,3.822259259259259,11.68855555555556
1981-07-31,-0.832455197132616,-2.074408602150534
1981-08-31,0.8186021505376337,2.603978494623658
1981-09-30,6.033074074074074,18.425666666666665
1981-10-31,-4.900304659498206,-12.778709677419357
1981-11-30,21.514129629629643,67.132
1981-12-31,22.720609318996416,66.27462365591398
1982-01-31,-22.04736559139785,-68.86150537634413
1982-02-28,-13.061143951833614,-39.62535714285724
1982-03-31,9.91166666666669,35.704838709677404
1982-04-30,36.483814814814814,110.80766666666665
1982-05-31,16.333924731182798,47.4120430107527
1982-06-30,-4.277740740740742,-13.258111111111115
1982-07-31,-2.6684767025089604,-7.835698924731184
1982-08-31,-2.2265591397849462,-5.5605376344086
1982-09-30,2.6830740740740735,8.588999999999999
1982-10-31,11.267974910394273,35.279354838709686
1982-11-30,-20.584203703703693,-58.66466666666665
1982-12-31,-39.99121863799281,-116.84150537634406
1983-01-31,-26.500053763440874,-77.4486021505376
1983-02-28,-24.248643951833586,-72.61464285714288
1983-03-31,-27.867903225806444,-83.34999999999997
1983-04-30,21.82770370370369,70.70766666666668
1983-05-31,16.173172043010755,47.999139784946244
1983-06-30,3.2894814814814812,9.888555555555552
1983-07-31,-6.115250896057347,-17.538924731182796
1983-08-31,-4.479247311827957,-10.854086021505374
1983-09-30,0.06362962962962904,0.3390000000000004
1983-10-31,14.920125448028681,45.076129032258066
1983-11-30,6.824685185185196,21.728666666666683
1983-12-31,33.112544802867404,99.58107526881722
1984-01-31,39.63005376344086,126.25784946236563
1984-02-29,44.50211548987413,152.3594950738916
1984-03-31,53.065967741935495,173.6725806451613
1984-04-30,34.29048148148148,108.25099999999998
1984-05-31,14.858655913978497,47.43139784946238
1984-06-30,1.1261481481481481,4.20522222222222
1984-07-31,0.7825985663082431,3.1288172043010753
1984-08-31,0.13150537634408566,-0.11860215053763135
1984-09-30,-15.618037037037043,-48.2276666666667
1984-10-31,-22.143315412186368,-64.95290322580644
1984-11-30,-10.11809259259256,-25.98466666666664
1984-12-31,21.662007168458786,65.93591397849461
1985-01-31,18.13435483870969,49.564301075268816
1985-02-28,11.232308429118788,32.73535714285714
1985-03-31,18.49715053763442,53.491935483871
1985-04-30,-0.39507407407407413,-6.3489999999999895
1985-05-31,-17.54725806451613,-54.81698924731182
1985-06-30,-3.5299629629629647,-11.468111111111114
1985-07-31,2.1610931899641583,6.386881720430109
1985-08-31,-1.980860215053764,-6.254086021505374
1985-09-30,-7.15525925925926,-21.590999999999994
1985-10-31,-34.299229390681006,-103.70129032258068
1985-11-30,-20.348648148148136,-60.68133333333327
1985-12-31,30.52007168458782,89.98107526881722
1986-01-31,50.138118279569895,145.4675268817204
1986-02-28,51.25671319102355,148.0746428571428
1986-03-31,10.642311827957016,29.040322580645153
1986-04-30,-38.783962962962946,-115.04566666666673
1986-05-31,-43.44564516129033,-128.0524731182796
1986-06-30,-5.536629629629631,-16.141444444444446
1986-07-31,-0.6813799283154118,-1.9131182795698933
1986-08-31,1.422365591397849,4.0555913978494615
1986-09-30,1.8269629629629627,5.415666666666665
1986-10-31,-9.546541218637985,-28.117419354838702
1986-11-30,-19.013092592592592,-60.164666666666704
1986-12-31,-37.619175627240104,-112.47376344086024
1987-01-31,-19.15650537634407,-59.23892473118272
1987-02-28,-9.28257252326219,-28.27178571428584
1987-03-31,-4.645322580645171,-12.762903225806497
1987-04-30,-1.2661851851851935,-5.4623333333333335
1987-05-31,-19.63811827956988,-59.99440860215052
1987-06-30,0.36725925925925873,0.41855555555555135
1987-07-31,-0.24643369175627106,-0.955053763440862
1987-08-31,-5.513655913978495,-16.521827956989245
1987-09-30,1.8586296296296294,4.945666666666664
1987-10-31,-4.917508960573469,-15.907741935483855
1987-11-30,5.583574074074093,14.36866666666667
1987-12-31,26.96577060931901,78.1101075268817
1988-01-31,-12.98715053763442,-42.04537634408595
1988-02-29,-2.747884510125914,-14.168091133004907
1988-03-31,53.30413978494625,154.59193548387097
1988-04-30,-3.180074074074085,-12.155666666666718
1988-05-31,-25.73381720430109,-80.02344086021503
1988-06-30,-6.523851851851852,-20.281444444444446
1988-07-31,3.0680824372759856,8.644946236559141
1988-08-31,2.6868817204301076,7.958817204301081
