time,INTERSECT,IN
1979-01-31,23.551116625310172,92.47419354838709
1979-02-28,22.42445054945055,88.0
1979-03-31,21.901736972704715,85.84193548387097
1979-04-30,18.611538461538462,72.63666666666668
1979-05-31,15.478908188585608,60.13225806451613
1979-06-30,14.186923076923078,55.05666666666668
1979-07-31,13.003225806451615,50.27096774193549
1979-08-31,13.541439205955333,52.20645161290324
1979-09-30,15.05615384615385,58.25666666666667
1979-10-31,16.455086848635236,63.80645161290322
1979-11-30,19.056923076923074,74.27999999999999
1979-12-31,20.97667493796526,82.1258064516129
1980-01-31,22.22655086848635,87.158064516129
1980-02-29,22.24854111405835,87.28620689655173
1980-03-31,19.8697270471464,77.6548387096774
1980-04-30,17.609743589743587,68.68333333333335
1980-05-31,15.233002481389581,59.164516129032265
1980-06-30,13.459487179487176,52.116666666666674
1980-07-31,12.732258064516131,49.21290322580644
1980-08-31,13.094789081885859,50.4516129032258
1980-09-30,14.929487179487179,57.73333333333335
1980-10-31,17.510173697270474,68.10322580645162
1980-11-30,17.434871794871796,67.72000000000001
1980-12-31,20.458560794044665,80.04838709677419
1981-01-31,24.041191066997513,94.41612903225808
1981-02-28,23.068956043956035,90.57142857142856
1981-03-31,23.287841191066995,91.43870967741935
1981-04-30,20.395641025641023,79.82
1981-05-31,16.270967741935483,63.34193548387096
1981-06-30,14.872051282051276,57.74
1981-07-31,13.324813895781636,51.5225806451613
1981-08-31,13.23821339950372,51.070967741935476
1981-09-30,13.932820512820514,53.84000000000001
1981-10-31,16.22034739454094,62.92903225806451
1981-11-30,18.512564102564102,72.09
1981-12-31,22.04342431761787,86.45483870967742
1982-01-31,23.151612903225804,90.88709677419358
1982-02-28,23.81703296703297,93.57857142857144
1982-03-31,21.16600496277916,82.89677419354841
1982-04-30,17.844102564102567,69.59666666666666
1982-05-31,16.03895781637717,62.438709677419354
1982-06-30,12.97,50.22666666666667
1982-07-31,12.160545905707197,46.9774193548387
1982-08-31,13.28957816377171,51.25806451612904
1982-09-30,14.929999999999996,57.78666666666665
1982-10-31,15.11687344913151,58.55483870967741
1982-11-30,19.08871794871795,74.4
1982-12-31,19.832506203473947,77.54516129032258
1983-01-31,21.096526054590562,82.66129032258064
1983-02-28,21.36428571428571,83.7642857142857
1983-03-31,21.356079404466495,83.63870967741936
1983-04-30,18.080512820512823,70.53666666666666
1983-05-31,14.94813895781638,57.97741935483871
1983-06-30,13.165897435897431,50.95666666666668
1983-07-31,11.842928039702235,45.629032258064505
1983-08-31,13.383126550868486,51.570967741935476
1983-09-30,15.23128205128205,58.99000000000001
1983-10-31,16.624565756823817,64.51612903225808
1983-11-30,18.411025641025642,71.60999999999997
1983-12-31,19.478411910669973,76.06774193548388
1984-01-31,20.997270471464024,82.17741935483872
1984-02-29,22.51485411140584,88.31379310344828
1984-03-31,21.29900744416873,83.38064516129035
1984-04-30,18.74358974358974,73.12333333333335
1984-05-31,15.510669975186103,60.24193548387097
1984-06-30,13.827948717948718,53.54666666666667
1984-07-31,13.904218362282881,53.81935483870968
1984-08-31,14.050868486352355,54.28387096774194
1984-09-30,14.82948717948718,57.37666666666667
1984-10-31,16.353598014888334,63.409677419354836
1984-11-30,19.731282051282054,76.94666666666667
1984-12-31,22.34590570719603,87.58064516129033
1985-01-31,23.170967741935485,90.86129032258064
1985-02-28,22.59065934065934,88.62499999999999
1985-03-31,21.26724565756824,83.26451612903226
1985-04-30,18.354615384615386,71.66333333333336
1985-05-31,15.70496277915633,61.02903225806452
1985-06-30,14.874615384615387,57.74666666666666
1985-07-31,13.60893300248139,52.70967741935483
1985-08-31,13.30570719602978,51.3
1985-09-30,15.14820512820513,58.69333333333334
1985-10-31,16.168238213399505,62.70000000000001
1985-11-30,18.5,71.98666666666666
1985-12-31,21.69230769230769,84.96129032258065
1986-01-31,23.46302729528536,92.05483870967743
1986-02-28,22.826373626373627,89.51428571428572
1986-03-31,21.627791563275434,84.69032258064513
1986-04-30,19.46025641025641,76.04666666666667
1986-05-31,16.74143920595533,65.18709677419355
1986-06-30,13.71717948717949,53.13666666666666
1986-07-31,12.375434243176178,47.78387096774194
1986-08-31,13.332754342431766,51.42258064516129
1986-09-30,14.620512820512817,56.53333333333332
1986-10-31,17.167741935483868,66.69354838709675
1986-11-30,18.93615384615384,73.73333333333333
1986-12-31,20.95409429280397,82.02580645161291
1987-01-31,23.639702233250627,92.82903225806453
1987-02-28,22.388186813186817,87.78928571428571
1987-03-31,20.413151364764268,79.86129032258064
1987-04-30,18.50717948717949,72.2
1987-05-31,15.766749379652605,61.28064516129032
1987-06-30,13.706666666666667,53.086666666666666
1987-07-31,13.040446650124068,50.40967741935485
1987-08-31,14.496526054590568,56.08709677419355
1987-09-30,14.692307692307695,56.77
1987-10-31,16.807692307692307,65.19354838709677
1987-11-30,18.971282051282053,73.95333333333332
1987-12-31,20.90545905707196,81.86451612903228
1988-01-31,22.554838709677416,88.45806451612904
1988-02-29,23.44429708222812,92.08275862068966
1988-03-31,20.599999999999998,80.5741935483871
1988-04-30,18.409230769230767,71.87666666666668
1988-05-31,16.322332506203473,63.522580645161284
1988-06-30,14.256666666666668,55.32666666666666
1988-07-31,13.522580645161291,52.33225806451611
1988-08-31,14.05533498759305,54.3258064516129
1988-09-30,15.765641025641026,61.12
1988-10-31,17.091811414392062,66.35161290322581
1988-11-30,19.156410256410258,74.64333333333333
1988-12-31,21.82679900744417,85.56451612903227
1989-01-31,22.528784119106703,88.37419354838711
1989-02-28,22.510164835164833,88.32142857142858
1989-03-31,22.124069478908186,86.65806451612903
