time,INTERSECT,IN
1979-01-31,18.37903225806452,53.84193548387098
1979-02-28,17.830654761904764,52.23035714285715
1979-03-31,18.65564516129032,54.851612903225806
1979-04-30,14.671666666666665,42.879999999999995
1979-05-31,12.01021505376344,34.924193548387095
1979-06-30,11.729166666666664,34.05166666666666
1979-07-31,9.529301075268817,27.54032258064516
1979-08-31,10.441397849462366,30.229032258064517
1979-09-30,11.673888888888891,33.769999999999996
1979-10-31,12.784408602150537,37.03387096774193
1979-11-30,14.774722222222218,42.970000000000006
1979-12-31,16.185483870967744,47.300000000000004
1980-01-31,17.97983870967742,52.65
1980-02-29,17.986781609195397,52.69310344827586
1980-03-31,16.126075268817207,47.29677419354839
1980-04-30,13.541388888888887,39.46833333333334
1980-05-31,12.129032258064518,35.30967741935484
1980-06-30,10.485833333333334,30.373333333333324
1980-07-31,9.47795698924731,27.30483870967743
1980-08-31,9.450268817204298,27.217741935483872
1980-09-30,12.187500000000002,35.30166666666666
1980-10-31,13.529032258064515,39.3
1980-11-30,14.04777777777778,40.836666666666666
1980-12-31,15.90940860215054,46.45967741935485
1981-01-31,19.029301075268815,55.83709677419353
1981-02-28,19.2827380952381,56.59642857142858
1981-03-31,18.790053763440863,55.288709677419334
1981-04-30,15.670555555555556,45.92333333333334
1981-05-31,12.313172043010754,35.83064516129031
1981-06-30,11.410833333333333,33.129999999999995
1981-07-31,9.359946236559141,27.046774193548394
1981-08-31,9.755645161290325,28.145161290322577
1981-09-30,11.274722222222222,32.6
1981-10-31,12.144354838709676,35.16451612903225
1981-11-30,14.47361111111111,42.14166666666666
1981-12-31,17.544354838709673,51.3241935483871
1982-01-31,18.007258064516133,52.72258064516129
1982-02-28,18.923214285714284,55.51071428571428
1982-03-31,16.216666666666665,47.519354838709674
1982-04-30,13.120833333333334,38.25999999999999
1982-05-31,12.186827956989244,35.508064516129025
1982-06-30,8.592222222222224,24.61333333333333
1982-07-31,8.36478494623656,23.967741935483865
1982-08-31,9.899731182795698,28.612903225806445
1982-09-30,10.995000000000001,31.780000000000005
1982-10-31,11.809408602150539,34.20645161290323
1982-11-30,15.159722222222225,44.153333333333336
1982-12-31,15.61693548387097,45.662903225806446
1983-01-31,16.695430107526885,48.883870967741935
1983-02-28,17.220535714285713,50.38035714285714
1983-03-31,17.508333333333336,51.3548387096774
1983-04-30,14.766388888888887,43.22666666666667
1983-05-31,12.334946236559139,35.99677419354839
1983-06-30,10.378055555555557,30.083333333333332
1983-07-31,7.728763440860215,22.12258064516129
1983-08-31,10.04543010752688,29.040322580645164
1983-09-30,12.229444444444443,35.470000000000006
1983-10-31,13.521774193548389,39.37096774193548
1983-11-30,14.198055555555559,41.34166666666667
1983-12-31,15.816397849462364,46.317741935483866
1984-01-31,16.275537634408604,47.71129032258065
1984-02-29,18.012931034482758,52.9344827586207
1984-03-31,17.988172043010753,53.02903225806451
1984-04-30,14.566111111111105,42.85999999999999
1984-05-31,12.142473118279572,35.57419354838709
1984-06-30,11.195555555555556,32.695
1984-07-31,10.440860215053766,30.50161290322581
1984-08-31,11.562903225806453,33.59516129032258
1984-09-30,11.393611111111111,33.15
1984-10-31,12.742204301075267,37.1983870967742
1984-11-30,16.208611111111114,47.40833333333333
1984-12-31,18.38037634408602,54.13387096774192
1985-01-31,19.120698924731176,56.43225806451615
1985-02-28,18.267857142857142,53.74107142857143
1985-03-31,17.130107526881723,50.45483870967743
1985-04-30,14.839722222222225,43.483333333333334
1985-05-31,11.58091397849462,34.004838709677415
1985-06-30,11.499722222222221,33.695
1985-07-31,11.128763440860213,32.39193548387098
1985-08-31,9.971774193548388,28.943548387096772
1985-09-30,12.19416666666667,35.415
1985-10-31,12.56989247311828,36.65161290322581
1985-11-30,14.566944444444442,42.601666666666674
1985-12-31,17.461021505376344,51.41451612903225
1986-01-31,19.75134408602151,58.23870967741935
1986-02-28,18.73809523809524,55.15714285714285
1986-03-31,16.982258064516127,50.17580645161292
1986-04-30,15.686388888888892,46.26166666666666
1986-05-31,12.759408602150536,37.46774193548388
1986-06-30,10.399444444444443,30.415000000000003
1986-07-31,9.141397849462365,26.63225806451613
1986-08-31,9.520698924731182,27.635483870967743
1986-09-30,11.553888888888887,33.46666666666667
1986-10-31,13.81720430107527,40.25322580645162
1986-11-30,14.986944444444447,43.78
1986-12-31,16.42284946236559,48.37580645161292
1987-01-31,19.01075268817204,55.890322580645154
1987-02-28,17.441369047619048,51.26428571428573
1987-03-31,16.331182795698922,48.02741935483871
1987-04-30,14.891111111111114,43.63000000000001
1987-05-31,12.38763440860215,36.332258064516125
1987-06-30,10.844722222222224,31.666666666666668
1987-07-31,10.065591397849461,29.312903225806455
1987-08-31,10.899731182795696,31.888709677419353
1987-09-30,12.038611111111106,34.84666666666667
1987-10-31,13.60994623655914,39.63064516129031
1987-11-30,15.219444444444445,44.441666666666656
1987-12-31,16.956451612903226,49.650000000000006
1988-01-31,17.79112903225806,52.20483870967742
1988-02-29,19.47787356321839,57.23620689655173
1988-03-31,16.801075268817204,49.41290322580645
1988-04-30,14.370277777777778,42.11500000000001
1988-05-31,13.31989247311828,38.961290322580645
1988-06-30,11.182777777777774,32.64333333333334
1988-07-31,10.783333333333335,31.322580645161292
1988-08-31,11.241129032258067,32.693548387096776
1988-09-30,13.015555555555556,37.85333333333333
1988-10-31,13.761827956989249,40.129032258064505
1988-11-30,16.016111111111112,46.74333333333333
1988-12-31,17.91559139784946,52.65806451612903
1989-01-31,18.83629032258065,55.322580645161295
1989-02-28,18.108630952380953,53.24999999999999
