time,INTERSECT,IN
1979-01-31,24.539702233250612,98.22580645161291
1979-02-28,18.654945054945056,74.55
1979-03-31,14.441935483870969,57.790322580645174
1979-04-30,11.325641025641026,45.24333333333332
1979-05-31,7.795285359801489,31.193548387096765
1979-06-30,5.5982051282051275,22.380000000000006
1979-07-31,7.334491315136478,29.322580645161292
1979-08-31,9.601985111662533,38.351612903225806
1979-09-30,14.21179487179487,56.816666666666656
1979-10-31,17.607692307692314,70.44516129032257
1979-11-30,21.567179487179487,86.12999999999998
1979-12-31,25.386352357320103,101.47096774193547
1980-01-31,21.680148883374684,86.68387096774194
1980-02-29,18.736604774535802,74.85517241379311
1980-03-31,15.633250620347393,62.5258064516129
1980-04-30,11.682564102564102,46.74999999999999
1980-05-31,7.963275434243176,31.85483870967742
1980-06-30,6.434358974358974,25.706666666666663
1980-07-31,7.2362282878411905,28.98064516129032
1980-08-31,9.719602977667494,38.851612903225806
1980-09-30,12.984102564102564,51.87333333333333
1980-10-31,17.581141439205954,70.35806451612903
1980-11-30,22.23025641025641,88.90333333333332
1980-12-31,22.327295285359806,89.4064516129032
1981-01-31,23.51116625310173,94.09354838709677
1981-02-28,17.946428571428573,71.61428571428571
1981-03-31,15.505707196029775,61.94516129032258
1981-04-30,12.621282051282055,50.523333333333326
1981-05-31,8.638957816377172,34.599999999999994
1981-06-30,6.007692307692308,24.00333333333333
1981-07-31,8.169478908188585,32.7258064516129
1981-08-31,10.263523573200992,41.045161290322575
1981-09-30,13.196923076923078,52.76333333333332
1981-10-31,17.782878411910673,71.10645161290323
1981-11-30,19.315128205128204,77.14333333333335
1981-12-31,22.08709677419355,88.30645161290325
1982-01-31,25.246401985111664,100.9967741935484
1982-02-28,19.95769230769231,79.78214285714286
1982-03-31,16.545657568238216,66.23548387096773
1982-04-30,12.725128205128204,50.89333333333333
1982-05-31,8.76575682382134,35.038709677419355
1982-06-30,7.72897435897436,30.996666666666666
1982-07-31,8.264019851116627,33.151612903225804
1982-08-31,11.219602977667494,44.958064516129035
1982-09-30,14.733333333333333,59.03666666666667
1982-10-31,18.48982630272953,73.96774193548386
1982-11-30,21.830512820512826,87.29666666666667
1982-12-31,23.577419354838714,94.3225806451613
1983-01-31,24.613151364764267,98.32580645161292
1983-02-28,18.79917582417582,75.1107142857143
1983-03-31,15.21761786600496,60.767741935483876
1983-04-30,9.818974358974357,39.21666666666667
1983-05-31,7.833250620347394,31.251612903225794
1983-06-30,6.319743589743592,25.17333333333333
1983-07-31,8.241687344913153,32.94516129032259
1983-08-31,10.01761786600496,39.983870967741936
1983-09-30,14.393846153846152,57.56666666666667
1983-10-31,15.817369727047147,63.14838709677419
1983-11-30,22.482564102564098,89.98666666666665
1983-12-31,22.5575682382134,90.18387096774192
1984-01-31,24.017369727047146,96.08709677419355
1984-02-29,20.73766578249337,82.96896551724137
1984-03-31,14.709429280397027,58.84516129032257
1984-04-30,13.212564102564103,52.84
1984-05-31,8.359801488833746,33.50000000000001
1984-06-30,6.039487179487179,24.10333333333334
1984-07-31,7.624813895781637,30.480645161290326
1984-08-31,9.591811414392058,38.432258064516134
1984-09-30,13.846410256410255,55.466666666666654
1984-10-31,20.063275434243177,80.26451612903226
1984-11-30,20.16641025641026,80.67000000000002
1984-12-31,24.217617866004964,96.90322580645162
1985-01-31,24.370719602977672,97.43548387096774
1985-02-28,19.645879120879123,78.40000000000002
1985-03-31,16.74838709677419,67.1032258064516
1985-04-30,11.680512820512822,46.79999999999999
1985-05-31,9.15334987593052,36.64516129032259
1985-06-30,6.428461538461538,25.73666666666667
1985-07-31,6.540942928039702,26.158064516129027
1985-08-31,10.385111662531017,41.52258064516129
1985-09-30,13.949743589743592,55.79333333333332
1985-10-31,17.82903225806452,71.29677419354839
1985-11-30,21.848205128205123,87.54333333333335
1985-12-31,22.60372208436725,90.44516129032259
1986-01-31,21.595781637717117,86.48064516129033
1986-02-28,18.650274725274727,74.70714285714284
1986-03-31,15.178660049627789,60.23870967741935
1986-04-30,11.144871794871797,44.61
1986-05-31,8.576923076923078,34.36129032258064
1986-06-30,6.755128205128205,27.033333333333324
1986-07-31,8.006699751861042,32.01612903225807
1986-08-31,9.908933002481389,39.62903225806453
1986-09-30,12.574871794871797,50.449999999999996
1986-10-31,17.8258064516129,71.39677419354838
1986-11-30,22.066153846153846,88.17000000000002
1986-12-31,22.708436724565754,90.98387096774195
1987-01-31,21.350124069478913,85.53870967741935
1987-02-28,21.572527472527472,86.45357142857141
1987-03-31,15.683870967741937,62.81612903225805
1987-04-30,10.94615384615385,43.820000000000014
1987-05-31,7.80074441687345,31.209677419354833
1987-06-30,6.078461538461539,24.293333333333337
1987-07-31,6.9779156327543435,27.880645161290317
1987-08-31,9.3848635235732,37.52903225806452
1987-09-30,12.395384615384616,49.62333333333335
1987-10-31,14.846401985111658,59.493548387096766
1987-11-30,18.138205128205133,72.73666666666668
1987-12-31,20.237468982630276,81.26129032258066
1988-01-31,21.80223325062034,87.4258064516129
1988-02-29,17.148806366047747,68.64827586206897
1988-03-31,14.936476426799008,59.70967741935485
1988-04-30,11.93,47.67666666666667
1988-05-31,6.971464019851114,27.85161290322581
1988-06-30,6.258974358974358,25.029999999999998
1988-07-31,6.739950372208436,26.932258064516127
1988-08-31,9.062034739454093,36.25483870967741
1988-09-30,11.307435897435898,45.086666666666666
1988-10-31,17.573449131513645,70.20967741935482
1988-11-30,18.411794871794875,73.55666666666666
1988-12-31,20.73002481389578,82.91612903225807
1989-01-31,19.343672456575685,77.37741935483872
